Grade,Math,English,Korean
1,75.13267433113356,74.23096344337597,79.4426331148604
1,70.9707754934804,71.01585328651642,71.3903383418092
1,79.68644990532889,84.91919171506505,86.59329803364248
1,62.979469061226474,66.79766792979358,64.18936672400102
1,66.72337853402232,98.31458765854353,81.15935606944264
1,66.07891846867842,91.79440120721287,80.93101257968384
1,55.364850518678814,75.30824347895295,71.9045356068601
1,72.96120277064576,62.868654709091224,78.26133022242118
1,72.6105527217989,93.53872374165412,62.488864236146966
1,70.05113456642461,78.85460154747382,84.240270192069
1,67.65412866624852,92.37816311973462,73.15097863557011
2,55.84629257949586,64.05572341205632,69.7727697948096
2,65.79354677234642,74.00624977046228,85.49009225836889
2,66.57285483473231,80.05243699718183,67.9565630945724
2,61.97722730778381,80.46980593764742,60.91538703636441
2,68.3871428833399,75.49934528520757,59.433708264760966
2,74.04050856814538,86.22849932347499,81.0600995134564
2,88.8618590121053,69.32379570617405,62.19570647503717
2,71.74577812831839,78.57620514978707,92.54794181984364
2,72.57550390722764,81.20295631711899,54.18070592116278
2,69.25554084233833,85.14438834058748,91.96456368290038
2,50.812287847009586,87.11614878088889,77.11017467202619
2,69.73486124550783,68.75357908162131,74.03286888129608
2,70.60230209941027,64.65885829264377,69.5508091319105
2,94.63242112485287,92.7767682189851,78.9913611435207
2,68.07639035218878,83.32314011979592,74.62365297575151
2,73.01547342333612,72.51513463443446,86.03301882016521
2,69.65288230294756,95.51151975522524,76.1422764866204
2,58.31321962380468,81.15674634292859,76.50301761461877
2,81.4282281451502,91.79297184063826,71.36387787786144
2,77.51933032686775,80.67518481410109,74.43054376278933
2,77.91031947043047,100.60747924881987,78.0780176889206
2,60.906125452052606,97.55340842443204,57.89831607343375
2,84.02794310936099,77.51035851520926,61.518145778942866
2,55.98148937207719,89.71570950954356,82.43264094022715
2,75.8685709380027,86.45375949585147,76.70865438127942
2,91.90455625809979,93.68631557532349,73.1601666364732
2,60.09463674869312,70.35076539419896,75.18433933065393
2,64.33702270397228,86.8605145999844,78.47581705361671
2,70.99651365087641,90.58424486849587,69.60240319690638
2,64.965243458838,62.41260513576886,67.21695274597687
2,54.493365689338674,68.16741487334225,76.95845255097682
2,70.68562974806028,59.607678222398995,65.21627222384969
2,59.37696286273895,77.30593165555442,79.08252755714472
2,74.73592430635182,87.17542255795962,57.9741639576216
2,60.80575765766197,95.02357052096028,85.29155637325644
2,85.4993440501754,80.74094780419775,79.72597482413043
2,62.16746707663763,96.28615545571292,77.56029734313876
2,66.77938483794324,66.19898541785109,84.82690983945514
2,78.1351721736967,62.96617560644845,91.65474444462576
2,57.69135683566045,79.44452301103381,85.1437006501813
2,72.2745993460413,83.84065448939307,56.59125768668355
2,83.07142754282428,79.67305251905907,62.204230332642986
2,53.92516765438772,59.325578999601234,68.75181422304321
2,71.84633858532304,79.10879960487212,75.26091050210833
2,72.59882794248423,66.95530499495146,80.17659020469122
2,77.81822871777311,86.69672548830039,67.74256186846534
2,57.63049289121918,83.66598246096848,76.86766764477078
2,56.795433869157236,70.60120213672644,67.44617067646678
2,75.21941565616898,74.86133082663306,68.88482197008052
2,72.96984673233186,69.40786478111049,60.93338903151778
2,72.50492850345877,79.37320902726829,65.76766753889096
2,73.46448209496975,89.55142320501238,61.48315394383666
2,63.19975278421509,70.14273953664457,65.24126747022667
2,72.32253697161003,85.04046515517844,85.5364179660784
2,72.93072473298682,74.69742381627559,65.50601111168056
2,62.85648581973632,72.07127167737656,101.32382064837391
2,88.65774511144757,78.92969640045442,79.93317900880889
2,74.73832920911788,69.64757677580626,76.84836123694873
2,58.08696502797351,74.46350694652818,66.41642219818786
2,76.5655360863383,68.02122107411151,82.00309879408991
2,60.253183297726785,99.6472513291639,69.24362173762226
2,77.87084603742451,80.35263551971728,76.22009814645361
2,81.58595579007404,73.00274492007415,100.60084538268795
2,61.7931768164829,82.13979910734221,74.03940100275351
2,79.63376129244321,78.8767195030917,86.49273326285676
2,74.12780926936499,77.79030400466777,67.96823574874112
2,78.2206015999449,86.14166700043425,74.65011509503039
2,88.96792982653947,87.57507710047305,92.7080063563551
2,67.5461188399713,74.69498852389472,68.73032942212232
2,62.4626383564251,74.2418175935532,93.12448557996929
2,61.10485570374477,77.24948302848355,82.07751935455475
2,61.841897150345616,56.980788352644154,69.37533224105732
2,69.22898290585896,64.84808937801448,81.3240773905552
2,73.41151974816644,93.66874267444524,84.7255444962673
2,72.7669079933002,96.44967713501283,81.21809962217196
2,78.27183249036024,77.50963960443622,59.297752801095434
2,70.13001891877907,85.76556963055766,67.72862824175131
2,84.53534077157317,83.11250154543536,72.52481364448495
2,67.35343166762044,110.78880808455239,74.25566570899954
2,97.20169166589619,91.19574911434577,81.20672097550678
2,76.25667347765007,78.72082408519233,76.77701000933254
2,61.42842443583717,70.44459559399574,61.64655641289899
2,59.29107501938888,63.93553679742428,78.80197851005963
2,74.82472415243186,82.03463635867223,81.10585745283824
2,67.7653721467415,72.43649254715697,80.5979044793104
2,77.14000494092092,65.77746290402325,85.80780725554622
2,74.73237624573545,73.53427115757474,83.33922154548904
2,69.27171087343127,69.18451996385605,79.59180079228437
2,61.532062819315954,96.87141635072564,74.29834288541353
2,54.851527753141355,88.81639756949451,58.39039066484008
2,65.53485047932979,79.92027358683383,79.29618219132585
2,78.56398794323472,94.79944138890026,77.07687687163111
2,72.14093744130204,80.77368307647619,77.71578837195374
2,57.542612212880115,71.38715798671737,62.232514241796906
2,71.73180925851182,95.23124077269657,64.18943459591738
2,73.85317379728836,85.38910043684659,85.53152853332904
2,61.16142563798867,69.62753845673544,74.60444846143345
2,71.53725105945527,78.09661321916391,81.81500697372624
2,70.58208718446,71.24381746615242,75.28318376130461
2,58.57029702169377,66.17200269035663,75.29756139495746
3,73.57787360348283,89.26177547531641,84.38283805975998
3,75.60784526368235,99.0941664047013,69.83955271782627
3,80.83051243175277,66.01432426180858,75.96120776940984
3,80.53802052034902,85.62969236690572,70.37724711294958
3,56.22330632042909,73.49357430878173,70.65503772567685
3,60.62174960084877,75.12874616235304,71.90827876531361
3,75.1503526720866,74.07606075761132,77.22133771633713
3,75.1378595091221,71.36009230320184,70.21251378336522
3,75.15047686306048,80.48521627944827,87.55756125573521
3,108.52731490654722,71.69049883588963,66.05392697780496
3,75.70890510693167,82.70456825779839,73.13128355838641
3,81.35565640180599,79.49761890550863,70.60268941725825
3,79.54001763493203,77.6105195313359,89.46977884353733
3,76.51391251305797,70.92436337958402,76.96554776511574
3,66.84730755359655,74.23228669431667,85.31844539468635
3,77.58969220493267,87.55391225825755,60.14439626963028
3,62.27174785462428,85.00917187624381,77.67050265869258
3,67.63181393259991,70.22444755201448,83.89630795623437
3,65.14636452170896,80.99332305429226,75.82283989275425
3,70.81874139386322,87.5138712337179,85.65480375065351
3,93.14658566673509,63.305947188786284,69.82711549899628
3,51.32734807408252,85.43360192379934,89.0934744018558
3,76.86260190374513,73.37376241054153,97.9889812361925
3,53.87284128810349,85.70598668593159,71.37161439560342
3,65.28068134210567,72.36740843457483,70.54497478599228
3,80.88950596967366,61.95117899335481,89.533844771177
3,70.64280019095463,63.72457562116837,90.79572145730712
3,59.22255222070694,80.48084946661382,69.77139972846732
3,62.84696290740032,82.59722501721483,70.79813182904142
3,76.79597748934675,70.95683374895592,72.18215391139493
3,62.69633368282864,86.38592458777374,61.555494889657226
3,72.16458589581976,63.3847993773104,65.81348053515802
3,70.45571839903813,79.33920201352683,64.95859233247933
3,63.483996523941826,67.88983800237543,67.32202434895872
3,91.43944089325325,73.4816389219784,74.65315112613219
3,76.33919022318011,80.47398671316414,77.3421473253652
3,49.74857413342393,71.39586634716048,90.50500492814076
3,71.86454314769428,76.15444455770175,65.0164595926121
3,63.38213535231612,90.0629280921444,84.84322398476584
3,78.52433334796224,74.23108130476851,72.86011155774491
3,62.07479261567299,88.35692112065142,74.50536290347567
3,68.85263558533102,68.70293145342382,81.74819492166604
3,75.04987278980457,85.29804177915283,63.772779784377015
3,78.65755194170121,94.41568620657901,78.82409746184051
3,57.997035929442234,55.283554998727105,76.66452208213056
3,66.65498764159051,72.03104744529523,79.92451264008149
3,65.25054688839043,85.7707212718054,77.89168643907819
3,63.46670767426288,77.96954613957007,99.55300139910895
3,87.65454240281096,83.71145873371309,68.62260015748684
3,74.04981710960955,73.9601481328418,69.69003044998182
3,57.391160456649544,80.865897874729,68.76859473575236
3,79.17861947054776,78.44322764607921,69.44522880839746
3,91.22156197012633,91.67782061659807,68.62612872693482
3,80.32465260551147,82.54420843301213,86.89016531107552
3,54.80630034045987,83.37602662075201,89.20504247989855
3,65.15765927133748,75.88123033877532,69.29253706250523
3,82.66911149186623,75.12393775927507,66.67644426895771
3,62.92330534381219,75.6744181218038,79.71415556386404
3,74.43819428146229,83.94452142378297,69.47776955719029
3,77.74634053429337,75.79015519179737,81.32931817755511
3,60.730695284219166,82.89774856896413,77.029230208513
3,69.404746439382,100.75400798645438,59.84255885002768
3,37.58732659930927,88.71124703431693,90.47505201330061
3,59.756123586657104,76.73976467832159,92.95877673095522
3,67.4743184860684,92.01213922163944,68.87211309515614
3,57.52216818035151,75.91924626978448,71.12298440064016
3,86.32411303931636,59.61875464822146,77.85865390724905
3,55.69858622039367,69.91913689082595,78.34456789987026
3,65.59955513303017,61.29208078974145,81.5854427267283
3,71.30740577286092,76.48486515958692,95.1020453876635
3,84.41273289066116,80.18418379189552,73.2305277250595
3,55.6413784882056,96.76437312275283,67.01702755461547
3,81.63163752154959,83.26927373764163,61.20680771985473
3,70.10233061019586,77.80899471191135,67.69069960058081
3,60.18491348952049,88.2940558118349,74.66873027126204
3,74.6210347426327,57.88864690992115,92.94557863517788
3,71.9905969557347,82.35614558108566,69.82388700963828
3,63.99783122841205,87.70865193886966,77.23787951638899
3,70.69802084990019,65.21413754220158,74.83577103927247
3,66.14686403138239,91.43754043206928,86.88393273448084
3,71.13517345251248,83.38496407494414,100.26932425873622
3,76.62130674521046,75.84712086099199,69.6913122707968
3,85.86016816145352,86.32781866106285,70.10560557481777
3,57.62184501173151,102.70692857804396,85.44160877069072
3,91.33033374656267,81.81866255058495,81.81891489626311
3,50.47912200477498,82.48220586300336,93.46707325736034
3,68.48214904964416,75.40639100459757,80.83928185325964
3,75.88317206484577,71.50155630535208,71.40707909212941
3,72.80991867735032,88.30335816544246,80.9065483069231
3,63.77300480179406,71.43916174091133,86.08703580582907
3,67.91877749642725,80.71566237219392,83.20482181197364
3,65.06999065341168,75.22342553234883,80.07274031107298
3,64.10635243055789,84.78979825746391,85.66674689589154
3,78.49602097021025,83.33662105286949,86.69295590445672
3,73.57015485965047,90.375399442579,88.82158991037527
3,63.070904047393455,74.89983601145254,81.48709887589642
3,78.9959987543325,77.30125064706628,73.32881919683146
3,73.07299520876609,70.21236284217693,76.46713686433323
3,78.1286211883896,75.55706739923889,87.06508966508358
3,76.29628841923612,83.77300493044852,66.83064329012764
